,FinInstrmNm,Identifier,ExpiryDate,StrkPric,OptionType,PreviousClose,Open,High,Low,Close,SttlmPric,AvrgPric,Turnover (Rs. Cr.),TtlTrfVal,OpenInterest,ChngInOpnIntrst,OiChangePerc,RptgDt,CostOfCrryPctg,MrgnPctg,Mrgn,IsTradd,LastTradgDt,PrmOrDscnt,PrmOrDscntPctg,TradRegnOrgn,MktTpandId,FinInstrmId,LftmHgh,LftmLw,UnitOfMeasr,TtlNbOfTxsExctd,Ccy,Rsvd01,Rsvd02,Rsvd03,Rsvd04,Rsvd05,Date,SYMBOL,LotSize,CloseToPrevCloseChangePerc,OpenToPrevCloseChangePerc,PreviousCloseAmount,OpenAmount,CloseAmount,AmountDiffOpenToPrevClose,AmountDiffCloseToPrevClose,Closest
173441,OPTSTK,HDFCBANK,29-Mar-2023,1600.0,CE,1.0,1.05,4.55,0.05,0.05,1587.8,,10227.0,90099.07,1921700.0,-1315050.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,HDFCBANK,550.0,-95.0,5.000000000000004,550.0,577.5,27.5,27.5,-522.5,True
174414,OPTSTK,ICICIPRULI,29-Mar-2023,425.0,CE,1.05,1.5,2.65,0.25,1.45,426.5,,178.0,1138.3,40500.0,-94500.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,ICICIPRULI,1500.0,38.095238095238095,42.85714285714286,1575.0,2250.0,2175.0,675.0,600.0,True
174419,OPTSTK,L&TFH,29-Mar-2023,79.0,CE,1.15,1.25,1.65,1.05,1.05,80.8,,10.0,71.68,44620.0,8924.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,L&TFH,8924.0,-8.695652173913038,8.69565217391306,10262.599999999999,11155.0,9370.2,892.4000000000015,-892.3999999999978,True
174422,OPTSTK,COALINDIA,29-Mar-2023,209.75,CE,0.85,0.95,1.5,0.3,1.0,212.95,,31.0,273.99,46200.0,-21000.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,COALINDIA,4200.0,17.647058823529417,11.764705882352944,3570.0,3990.0,4200.0,420.0,630.0,True
174998,OPTSTK,CUB,29-Mar-2023,120.0,PE,0.85,0.9,0.9,0.05,0.1,122.5,,56.0,336.62,175000.0,-65000.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,CUB,5000.0,-88.23529411764706,5.882352941176472,4250.0,4500.0,500.0,250.0,-3750.0,True
175410,OPTSTK,AXISBANK,29-Mar-2023,820.0,PE,0.95,1.0,1.0,0.05,0.1,842.6,,919.0,9045.64,309600.0,-271200.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,AXISBANK,625.0,-89.47368421052632,5.263157894736836,593.75,625.0,62.5,31.25,-531.25,True
175726,OPTSTK,EXIDEIND,29-Mar-2023,172.5,CE,1.5,2.4,4.5,2.4,4.5,177.05,,6.0,37.91,39600.0,-10800.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,EXIDEIND,3600.0,200.0,59.999999999999986,5400.0,8640.0,16200.0,3240.0,10800.0,True
175881,OPTSTK,RBLBANK,29-Mar-2023,135.0,PE,0.9,0.95,1.35,0.05,0.3,135.8,,474.0,3217.77,385000.0,-585000.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,RBLBANK,5000.0,-66.66666666666667,5.555555555555558,4500.0,4750.0,1500.0,250.0,-3000.0,True
176492,OPTSTK,ITC,29-Mar-2023,380.0,CE,1.35,1.7,4.4,0.25,3.15,382.75,,3556.0,21694.03,1584000.0,-1131200.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,ITC,1600.0,133.33333333333331,25.92592592592591,2160.0,2720.0,5040.0,560.0,2880.0,True
176905,OPTSTK,BAJAJ-AUTO,29-Mar-2023,3860.0,CE,0.85,1.35,29.1,0.5,16.15,3879.3,,457.0,4417.33,13500.0,-25750.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,BAJAJ-AUTO,250.0,1800.0,58.82352941176472,212.5,337.5,4037.4999999999995,125.0,3824.9999999999995,True
178450,OPTSTK,MUTHOOTFIN,29-Mar-2023,1000.0,CE,0.75,0.85,0.85,0.05,0.05,974.7,,495.0,2722.8,197450.0,-142450.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,MUTHOOTFIN,550.0,-93.33333333333333,13.33333333333333,412.5,467.5,27.5,55.0,-385.0,True
179314,OPTSTK,FEDERALBNK,29-Mar-2023,125.0,CE,1.35,1.5,3.7,1.2,3.15,129.1,,328.0,2092.89,575000.0,-835000.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,FEDERALBNK,5000.0,133.33333333333331,11.111111111111093,6750.0,7500.0,15750.0,750.0,9000.0,True
179480,OPTSTK,BAJFINANCE,29-Mar-2023,5200.0,PE,1.3,1.6,1.6,0.1,0.25,5625.3,,585.0,3802.68,50125.0,-23000.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,BAJFINANCE,125.0,-80.76923076923077,23.076923076923084,162.5,200.0,31.25,37.5,-131.25,True
179708,OPTSTK,L&TFH,29-Mar-2023,80.0,PE,0.75,0.9,0.9,0.05,0.1,80.8,,120.0,861.45,240948.0,-588984.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,L&TFH,8924.0,-86.66666666666667,19.999999999999996,6693.0,8031.6,892.4000000000001,1338.6000000000004,-5800.6,True
180337,OPTSTK,FSL,29-Mar-2023,107.5,PE,0.75,0.8,4.75,0.8,3.0,104.7,,4.0,23.02,5200.0,-5200.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,,,300.0,6.666666666666665,,,,,,True
180624,OPTSTK,LICHSGFIN,29-Mar-2023,315.0,PE,0.65,1.0,1.0,0.05,0.1,322.55,,92.0,580.21,58000.0,-94000.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,LICHSGFIN,2000.0,-84.61538461538461,53.84615384615383,1300.0,2000.0,200.0,700.0,-1100.0,True
180685,OPTSTK,MARUTI,29-Mar-2023,8500.0,CE,1.3,1.6,1.6,0.05,0.1,8295.2,,1138.0,9673.49,79600.0,-57000.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,MARUTI,100.0,-92.3076923076923,23.076923076923084,130.0,160.0,10.0,30.0,-120.0,True
180992,OPTSTK,GUJGASLTD,29-Mar-2023,460.0,PE,0.85,1.0,1.0,0.05,0.05,469.65,,27.0,155.31,41250.0,-20000.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,GUJGASLTD,1250.0,-94.11764705882352,17.647058823529417,1062.5,1250.0,62.5,187.5,-1000.0,True
181170,OPTSTK,BIOCON,29-Mar-2023,202.5,PE,1.5,2.0,3.1,0.2,2.35,201.6,,127.0,598.78,197800.0,-59800.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,BIOCON,2500.0,56.666666666666664,33.33333333333333,3750.0,5000.0,5875.0,1250.0,2125.0,True
182086,OPTSTK,GMRINFRA,29-Mar-2023,36.0,CE,1.45,2.5,2.5,2.4,2.4,39.2,,2.0,17.3,225000.0,0.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,GMRINFRA,22500.0,65.51724137931035,72.41379310344828,32625.0,56250.0,54000.0,23625.0,21375.0,True
182185,OPTSTK,ASTRAL,29-Mar-2023,1335.0,CE,1.25,5.0,10.0,0.05,0.05,1342.7,,9.0,44.28,367.0,-734.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,ASTRAL,367.0,-96.0,300.0,458.75,1835.0,18.35,1376.25,-440.4,True
182528,OPTSTK,BAJAJFINSV,29-Mar-2023,1260.0,CE,1.35,2.2,2.2,0.05,0.7,1246.05,,668.0,4210.7,91500.0,-124000.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,BAJAJFINSV,500.0,-48.14814814814815,62.962962962962976,675.0,1100.0,350.0,425.0,-325.0,True
184128,OPTSTK,BALRAMCHIN,29-Mar-2023,365.0,CE,1.05,2.25,7.65,1.6,7.6,375.55,,108.0,637.61,147200.0,-19200.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,BALRAMCHIN,1600.0,623.8095238095237,114.28571428571428,1680.0,3600.0,12160.0,1920.0,10480.0,True
184215,OPTSTK,TVSMOTOR,29-Mar-2023,1060.0,CE,1.05,1.9,19.95,0.35,17.4,1079.2,,613.0,4564.43,46200.0,-136500.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,TVSMOTOR,700.0,1557.1428571428569,80.95238095238093,735.0,1330.0,12179.999999999998,595.0,11444.999999999998,True
184514,OPTSTK,ZYDUSLIFE,29-Mar-2023,480.0,PE,1.25,3.5,3.5,0.05,0.05,490.35,,140.0,1210.29,118800.0,-70200.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,ZYDUSLIFE,1800.0,-96.0,179.99999999999997,2250.0,6300.0,90.0,4050.0,-2160.0,True
185569,OPTSTK,MCX,29-Mar-2023,1520.0,CE,0.6,0.8,2.55,0.2,0.25,1499.9,,571.0,3473.99,33600.0,-28000.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,MCX,400.0,-58.33333333333333,33.33333333333335,240.0,320.0,100.0,80.0,-140.0,True
186163,OPTSTK,HEROMOTOCO,29-Mar-2023,2315.0,CE,0.5,3.0,3.0,0.2,0.2,2304.15,,22.0,152.84,2700.0,-1200.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,HEROMOTOCO,300.0,-60.0,500.0,150.0,900.0,60.0,750.0,-90.0,True
186403,OPTSTK,NMDC,29-Mar-2023,107.5,PE,1.35,1.7,2.3,0.05,0.05,110.2,,296.0,1439.92,189000.0,-751500.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,NMDC,4500.0,-96.2962962962963,25.92592592592591,6075.0,7650.0,225.0,1575.0,-5850.0,True
186412,OPTSTK,IEX,29-Mar-2023,127.5,PE,1.0,1.1,2.0,0.05,0.3,128.6,,181.0,869.83,127500.0,-191250.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,IEX,3750.0,-70.0,10.000000000000009,3750.0,4125.0,1125.0,375.0,-2625.0,True
186497,OPTSTK,SBICARD,29-Mar-2023,730.0,CE,0.65,1.0,2.85,0.1,0.3,720.15,,207.0,1210.57,28000.0,-84000.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,SBICARD,800.0,-53.846153846153854,53.84615384615383,520.0,800.0,240.0,280.0,-280.0,True
187566,OPTSTK,NATIONALUM,29-Mar-2023,77.5,PE,1.4,1.7,1.8,0.15,0.55,77.15,,74.0,435.99,382500.0,-337500.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,NATIONALUM,7500.0,-60.71428571428571,21.42857142857144,10500.0,12750.0,4125.0,2250.0,-6375.0,True
187611,OPTSTK,CHAMBLFERT,29-Mar-2023,250.0,PE,1.25,2.0,2.3,0.05,0.1,259.1,,64.0,240.62,36000.0,-58500.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,CHAMBLFERT,1900.0,-92.0,60.00000000000001,2375.0,3800.0,190.0,1425.0,-2185.0,True
188169,OPTSTK,FSL,29-Mar-2023,110.0,CE,0.6,1.45,1.5,0.05,0.05,104.7,,91.0,523.52,119600.0,-88400.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,,,-91.66666666666666,141.66666666666666,,,,,,True
188260,OPTSTK,GLENMARK,29-Mar-2023,440.0,PE,0.85,1.0,1.3,0.1,0.55,445.45,,107.0,683.36,78300.0,-31900.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,GLENMARK,1450.0,-35.29411764705882,17.647058823529417,1232.5,1450.0,797.5000000000001,217.5,-434.9999999999999,True
189044,OPTSTK,AUROPHARMA,29-Mar-2023,500.0,PE,1.0,1.45,2.0,0.05,0.2,509.65,,401.0,2007.43,179000.0,-206000.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,AUROPHARMA,1100.0,-80.0,44.99999999999999,1100.0,1595.0,220.0,495.0,-880.0,True
189923,OPTSTK,NTPC,29-Mar-2023,170.75,CE,1.4,1.8,2.65,0.15,2.65,174.0,,32.0,313.95,319200.0,-45600.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,NTPC,3000.0,89.2857142857143,28.57142857142858,4200.0,5400.0,7950.0,1200.0,3750.0,True
189960,OPTSTK,GAIL,29-Mar-2023,104.0,CE,0.9,0.95,2.5,0.45,1.55,105.5,,156.0,1499.64,585600.0,-759450.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,GAIL,9150.0,72.22222222222223,5.555555555555558,8235.0,8692.5,14182.5,457.5,5947.5,True
190520,OPTSTK,M&MFIN,29-Mar-2023,225.0,CE,0.5,0.55,5.75,0.55,2.0,226.7,,384.0,3489.18,68000.0,-516000.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,M&MFIN,4000.0,300.0,10.000000000000009,2000.0,2200.0,8000.0,200.0,6000.0,True
191471,OPTSTK,RECLTD,29-Mar-2023,115.0,PE,1.0,1.3,1.3,0.05,0.05,115.75,,165.0,1522.29,480000.0,-784000.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,RECLTD,8000.0,-95.0,30.000000000000004,8000.0,10400.0,400.0,2400.0,-7600.0,True
191738,OPTSTK,ADANIPORTS,29-Mar-2023,560.0,PE,1.45,1.85,1.9,0.05,0.05,636.65,,1228.0,4299.56,179375.0,-232500.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,ADANIPORTS,800.0,-96.55172413793103,27.586206896551737,1160.0,1480.0,40.0,320.0,-1120.0,True
192507,OPTSTK,COLPAL,29-Mar-2023,1480.0,PE,1.2,2.0,2.35,0.3,0.3,1495.45,,48.0,248.76,7700.0,-2450.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,COLPAL,350.0,-75.0,66.66666666666667,420.0,700.0,105.0,280.0,-315.0,True
195348,OPTSTK,INDIGO,29-Mar-2023,1880.0,CE,1.0,1.4,1.4,0.05,0.25,1825.35,,91.0,513.31,25200.0,-7200.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,INDIGO,300.0,-75.0,39.99999999999999,300.0,420.0,75.0,120.0,-225.0,True
195585,OPTSTK,AARTIIND,29-Mar-2023,480.0,PE,0.85,3.0,3.0,0.05,0.05,511.1,,49.0,200.02,32300.0,-31450.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,AARTIIND,1000.0,-94.11764705882352,252.94117647058823,850.0,3000.0,50.0,2150.0,-800.0,True
198610,OPTSTK,BERGEPAINT,29-Mar-2023,580.0,CE,1.4,2.2,4.55,0.05,0.35,573.25,,215.0,1376.57,84700.0,-55000.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,BERGEPAINT,1100.0,-75.0,57.14285714285716,1540.0,2420.0,385.0,880.0,-1155.0,True
199000,OPTSTK,NTPC,29-Mar-2023,172.5,PE,1.35,1.4,1.4,0.05,0.1,174.0,,132.0,1301.5,775200.0,-256500.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,NTPC,3000.0,-92.5925925925926,3.703703703703698,4050.0000000000005,4200.0,300.0,149.99999999999955,-3750.0000000000005,True
199970,OPTSTK,RAIN,29-Mar-2023,145.0,PE,1.4,1.8,1.8,0.1,0.15,147.3,,68.0,346.64,147000.0,-91000.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,,,-89.28571428571428,28.57142857142858,,,,,,True
201073,OPTSTK,RECLTD,29-Mar-2023,112.75,CE,0.95,1.85,4.65,1.85,4.65,115.75,,2.0,18.56,104000.0,0.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,RECLTD,8000.0,389.47368421052636,94.73684210526318,7600.0,14800.0,37200.0,7200.0,29600.0,True
201526,OPTSTK,PVR,29-Mar-2023,1460.0,PE,1.4,1.5,1.5,0.05,0.05,1516.45,,112.0,665.7,21978.0,-19536.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,,,-96.42857142857143,7.14285714285714,,,,,,True
204314,OPTSTK,TITAN,29-Mar-2023,2460.0,PE,1.35,1.9,1.9,0.05,0.05,2515.05,,374.0,3450.82,87750.0,-37125.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,TITAN,375.0,-96.2962962962963,40.74074074074072,506.25000000000006,712.5,18.75,206.24999999999994,-487.50000000000006,True
204651,OPTSTK,HCLTECH,29-Mar-2023,1060.0,CE,1.25,2.0,9.0,0.05,5.1,1067.5,,489.0,3633.77,39200.0,-93100.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,HCLTECH,700.0,308.0,60.00000000000001,875.0,1400.0,3569.9999999999995,525.0,2694.9999999999995,True
205622,OPTSTK,MOTHERSON,29-Mar-2023,62.0,CE,1.15,2.1,2.1,2.05,2.05,64.55,,2.0,8.65,135000.0,13500.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,MOTHERSON,7100.0,78.26086956521738,82.60869565217392,8164.999999999999,14910.0,14554.999999999998,6745.000000000001,6389.999999999999,True
206131,OPTSTK,PIDILITIND,29-Mar-2023,2260.0,PE,0.85,3.0,3.0,0.15,0.15,2315.2,,6.0,33.91,5250.0,-1250.0,,29-Mar-2023,,,,,,,,,,,,,,,,,,,,,2023-03-29,PIDILITIND,250.0,-82.35294117647058,252.94117647058823,212.5,750.0,37.5,537.5,-175.0,True
207726,OPTSTK,AUBANK,23-Feb-2023,580.0,PE,0.7,2.7,2.7,0.05,0.1,593.4,,202.0,1172.06,78000.0,42000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,AUBANK,1000.0,-85.71428571428571,285.7142857142858,700.0,2700.0,100.0,2000.0,-600.0,True
208356,OPTSTK,IGL,23-Feb-2023,425.0,PE,0.85,1.0,1.0,0.05,0.05,433.2,,26.0,152.05,50875.0,-26125.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,IGL,1375.0,-94.11764705882352,17.647058823529417,1168.75,1375.0,68.75,206.25,-1100.0,True
210027,OPTSTK,CIPLA,23-Feb-2023,940.0,PE,0.85,0.9,1.0,0.05,0.05,960.3,,194.0,1185.82,64350.0,-34450.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,CIPLA,650.0,-94.11764705882352,5.882352941176472,552.5,585.0,32.5,32.5,-520.0,True
210066,OPTSTK,ITC,23-Feb-2023,385.0,CE,1.15,1.4,7.75,0.35,1.3,387.6,,3808.0,23657.35,1086400.0,-1908800.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,ITC,1600.0,13.043478260869579,21.739130434782616,1839.9999999999998,2240.0,2080.0,400.0000000000002,240.00000000000023,True
213176,OPTSTK,ASHOKLEY,23-Feb-2023,142.5,PE,0.5,0.7,3.0,0.6,2.3,140.6,,288.0,2080.13,140000.0,-615000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,ASHOKLEY,5000.0,359.99999999999994,39.99999999999999,2500.0,3500.0,11500.0,1000.0,9000.0,True
213596,OPTSTK,BHARATFORG,23-Feb-2023,860.0,CE,0.8,1.0,1.0,0.05,0.1,830.15,,401.0,3449.35,160000.0,-159000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,BHARATFORG,1000.0,-87.5,25.0,800.0,1000.0,100.0,200.0,-700.0,True
213747,OPTSTK,FEDERALBNK,23-Feb-2023,124.0,CE,1.5,2.95,3.8,2.95,3.8,127.85,,3.0,19.12,15000.0,-10000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,FEDERALBNK,5000.0,153.33333333333331,96.66666666666669,7500.0,14750.0,19000.0,7250.0,11500.0,True
213950,OPTSTK,BEL,23-Feb-2023,96.0,PE,1.25,1.4,2.4,0.5,0.6,95.4,,168.0,931.61,273600.0,-473100.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,BEL,5700.0,-52.0,11.99999999999999,7125.0,7979.999999999999,3420.0,854.9999999999991,-3705.0,True
214350,OPTSTK,MANAPPURAM,23-Feb-2023,103.0,CE,1.3,1.95,1.95,1.95,1.95,104.05,,1.0,6.29,18000.0,6000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,MANAPPURAM,6000.0,50.0,50.0,7800.0,11700.0,11700.0,3900.0,3900.0,True
214435,OPTSTK,TECHM,23-Feb-2023,1150.0,CE,1.1,1.6,6.3,0.05,0.1,1128.8,,1971.0,13616.71,142800.0,-327000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,TECHM,600.0,-90.9090909090909,45.45454545454546,660.0,960.0,60.0,300.0,-600.0,True
214533,OPTSTK,DELTACORP,23-Feb-2023,185.0,PE,0.55,0.7,3.8,0.15,0.3,187.0,,83.0,433.22,58800.0,-86800.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,DELTACORP,2800.0,-45.45454545454546,27.27272727272725,1540.0000000000002,1959.9999999999998,840.0,419.99999999999955,-700.0000000000002,True
215244,OPTSTK,GAIL,23-Feb-2023,95.0,CE,1.25,2.25,4.0,1.5,3.25,98.05,,134.0,1195.82,494100.0,-539850.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,GAIL,9150.0,160.0,80.0,11437.5,20587.5,29737.5,9150.0,18300.0,True
216275,OPTSTK,IDFC,23-Feb-2023,74.0,PE,0.85,0.9,0.9,0.05,0.1,74.35,,99.0,735.84,500000.0,-470000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,IDFC,10000.0,-88.23529411764706,5.882352941176472,8500.0,9000.0,1000.0,500.0,-7500.0,True
216303,OPTSTK,JINDALSTEL,23-Feb-2023,590.0,CE,1.05,1.15,2.25,0.05,0.1,580.65,,655.0,4838.91,143750.0,-188750.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,JINDALSTEL,1250.0,-90.47619047619048,9.523809523809511,1312.5,1437.5,125.0,125.0,-1187.5,True
216310,OPTSTK,GNFC,23-Feb-2023,520.0,PE,1.2,2.0,2.2,0.05,0.25,524.5,,76.0,514.53,66300.0,-37700.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,GNFC,1300.0,-79.16666666666666,66.66666666666667,1560.0,2600.0,325.0,1040.0,-1235.0,True
216388,OPTSTK,EXIDEIND,23-Feb-2023,172.5,PE,0.8,0.9,0.9,0.05,0.5,173.3,,61.0,379.66,25200.0,-122400.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,EXIDEIND,3600.0,-37.5,12.5,2880.0,3240.0,1800.0,360.0,-1080.0,True
216521,OPTSTK,RECLTD,23-Feb-2023,110.75,CE,1.4,2.0,2.05,1.9,1.9,112.8,,4.0,36.07,64000.0,-8000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,RECLTD,8000.0,35.71428571428572,42.85714285714286,11200.0,16000.0,15200.0,4800.0,4000.0,True
217387,OPTSTK,FSL,23-Feb-2023,116.5,CE,1.4,1.55,2.95,0.05,0.15,116.35,,147.0,895.76,166400.0,-390000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,,,-89.28571428571428,10.71428571428572,,,,,,True
218477,OPTSTK,TATAPOWER,23-Feb-2023,202.5,CE,1.2,1.35,1.5,0.05,0.1,201.3,,828.0,5674.56,354375.0,-219375.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,TATAPOWER,3375.0,-91.66666666666666,12.500000000000021,4050.0,4556.25,337.5,506.25,-3712.5,True
218951,OPTSTK,HAVELLS,23-Feb-2023,1180.0,PE,1.45,3.75,3.75,0.05,0.15,1200.05,,135.0,797.17,36500.0,-3000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,HAVELLS,500.0,-89.65517241379311,158.6206896551724,725.0,1875.0,75.0,1150.0,-650.0,True
218986,OPTSTK,MUTHOOTFIN,23-Feb-2023,940.0,PE,1.2,2.9,4.35,0.05,0.1,957.05,,84.0,434.79,28600.0,-15400.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,MUTHOOTFIN,550.0,-91.66666666666666,141.66666666666666,660.0,1595.0,55.0,935.0,-605.0,True
219064,OPTSTK,BHARATFORG,23-Feb-2023,820.0,PE,0.85,4.0,4.05,0.05,0.1,830.15,,401.0,3295.24,80000.0,-69000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,BHARATFORG,1000.0,-88.23529411764706,370.5882352941177,850.0,4000.0,100.0,3150.0,-750.0,True
219220,OPTSTK,HDFCAMC,23-Feb-2023,1780.0,PE,1.05,1.15,3.9,1.15,3.9,1779.6,,3.0,16.04,0.0,-600.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,HDFCAMC,300.0,271.4285714285714,9.523809523809511,315.0,345.0,1170.0,30.0,855.0,True
219423,OPTSTK,AMBUJACEM,23-Feb-2023,320.0,PE,1.1,1.7,1.7,0.05,0.05,336.9,,479.0,2762.57,271800.0,-102600.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,AMBUJACEM,1800.0,-95.45454545454545,54.54545454545452,1980.0000000000002,3060.0,90.0,1079.9999999999998,-1890.0000000000002,True
219921,OPTSTK,CHOLAFIN,23-Feb-2023,780.0,CE,1.0,3.0,3.0,0.05,0.05,751.5,,136.0,1326.69,96250.0,-46250.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,CHOLAFIN,1250.0,-95.0,200.0,1250.0,3750.0,62.5,2500.0,-1187.5,True
220065,OPTSTK,UBL,23-Feb-2023,1400.0,PE,0.75,1.0,1.05,0.05,0.05,1447.15,,54.0,302.52,16800.0,-10400.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,UBL,400.0,-93.33333333333333,33.33333333333333,300.0,400.0,20.0,100.0,-280.0,True
220836,OPTSTK,HEROMOTOCO,23-Feb-2023,2435.0,PE,1.3,2.0,2.0,0.05,0.05,2495.5,,84.0,613.79,58500.0,-20700.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,HEROMOTOCO,300.0,-96.15384615384616,53.84615384615383,390.0,600.0,15.0,210.0,-375.0,True
221295,OPTSTK,BHEL,23-Feb-2023,69.0,CE,0.5,0.6,0.85,0.05,0.15,68.95,,175.0,1273.47,294000.0,-147000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,BHEL,10500.0,-70.0,19.999999999999996,5250.0,6300.0,1575.0,1050.0,-3675.0,True
222097,OPTSTK,UPL,23-Feb-2023,750.0,CE,0.7,1.2,6.05,0.05,0.25,745.15,,652.0,6375.11,135200.0,-169000.0,,23-Feb-2023,,,,,,,,,,,,,,,,,,,,,2023-02-23,UPL,1300.0,-64.28571428571428,71.42857142857144,909.9999999999999,1560.0,325.0,650.0000000000001,-584.9999999999999,True
